UTC time;Satellites;Speed (km/h);Elapsed time (s);Distance (m)
85.812.150;8;23.11;34.90;35.50
85.812.200;8;23.44;34.95;35.82
85.812.250;8;23.79;35.00;36.15
85.812.300;8;24.06;35.05;36.48
85.812.350;8;24.36;35.10;36.82
85.812.400;8;24.85;35.15;37.16
85.812.450;8;25.37;35.20;37.51
85.812.500;8;25.82;35.25;37.86
85.812.550;8;26.16;35.30;38.22
85.812.600;8;26.27;35.35;38.59
85.812.650;8;26.35;35.40;38.95
85.812.700;8;26.59;35.45;39.32
85.812.750;8;26.92;35.50;39.69
85.812.800;8;27.40;35.55;40.07
85.812.850;8;27.76;35.60;40.45
85.812.900;8;27.59;35.65;40.84
85.812.950;8;27.42;35.70;41.22
85.813.000;8;27.78;35.75;41.60
85.813.050;8;28.37;35.80;41.99
85.813.100;8;29.16;35.85;42.39
85.813.150;8;29.93;35.90;42.80
85.813.200;8;30.37;35.95;43.22
85.813.250;8;30.72;36.00;43.65
85.813.300;8;31.20;36.05;44.08
85.813.350;8;31.56;36.10;44.51
85.813.400;8;31.50;36.15;44.95
85.813.450;8;31.40;36.20;45.39
85.813.500;8;31.66;36.25;45.82
85.813.550;8;31.89;36.30;46.27
85.813.600;8;31.74;36.35;46.71
85.813.650;8;31.53;36.40;47.15
85.813.700;8;31.58;36.45;47.59
85.813.750;8;31.59;36.50;48.02
85.813.800;8;31.20;36.55;48.46
85.813.850;8;30.93;36.60;48.89
85.813.900;7;31.33;36.65;49.32
85.813.950;7;31.89;36.70;49.76
85.814.000;7;32.22;36.75;50.21
85.814.050;7;32.43;36.80;50.66
85.814.100;7;32.45;36.85;51.11
85.814.150;7;32.42;36.90;51.56
85.814.200;7;32.48;36.95;52.01
85.814.250;7;32.52;37.00;52.46
85.814.300;7;32.48;37.05;52.91
85.814.350;7;32.42;37.10;53.36
85.814.400;7;32.38;37.15;53.81
85.814.450;7;32.41;37.20;54.26
85.814.500;7;32.60;37.25;54.71
85.814.550;7;32.80;37.30;55.17
85.814.600;7;32.85;37.35;55.62
85.814.650;7;32.87;37.40;56.08
85.814.700;7;32.97;37.45;56.54
85.814.750;7;33.07;37.50;57.00
85.814.800;7;33.12;37.55;57.46
85.814.850;7;33.14;37.60;57.92
85.814.900;7;33.14;37.65;58.38
85.814.950;7;33.18;37.70;58.84
85.815.000;7;33.35;37.75;59.30
85.815.050;7;33.58;37.80;59.76
85.815.100;7;33.79;37.85;60.23
85.815.150;7;34.00;37.90;60.70
85.815.200;7;34.22;37.95;61.18
85.815.250;7;34.44;38.00;61.65
85.815.300;7;34.68;38.05;62.13
85.815.350;7;34.86;38.10;62.62
85.815.400;7;34.83;38.15;63.10
85.815.450;7;34.83;38.20;63.58
85.815.500;7;35.11;38.25;64.07
85.815.550;7;35.41;38.30;64.56
85.815.600;7;35.48;38.35;65.05
85.815.650;7;35.52;38.40;65.54
85.815.700;7;35.67;38.45;66.04
85.815.750;7;35.84;38.50;66.53
85.815.800;7;35.98;38.55;67.03
85.815.850;7;36.11;38.60;67.53
85.815.900;8;36.27;38.65;68.04
85.815.950;8;36.45;38.70;68.54
85.816.000;8;36.58;38.75;69.05
85.816.050;8;36.79;38.80;69.56
85.816.100;8;37.28;38.85;70.07
85.816.150;8;37.76;38.90;70.59
85.816.200;8;37.94;38.95;71.12
85.816.250;8;38.04;39.00;71.65
85.816.300;8;38.16;39.05;72.18
85.816.350;8;38.38;39.10;72.71
85.816.400;8;38.84;39.15;73.24
85.816.450;8;39.43;39.20;73.79
85.816.500;8;40.17;39.25;74.34
85.816.550;8;40.77;39.30;74.90
85.816.600;8;40.76;39.35;75.47
85.816.650;8;40.71;39.40;76.03
85.816.700;8;41.21;39.45;76.60
85.816.750;8;41.65;39.50;77.18
85.816.800;8;41.37;39.55;77.76
85.816.850;8;41.05;39.60;78.33
85.816.900;7;41.35;39.65;78.90
85.816.950;7;41.60;39.70;79.48
85.817.000;7;41.08;39.75;80.05
85.817.050;7;40.59;39.80;80.62
85.817.100;7;40.91;39.85;81.18
85.817.150;7;41.42;39.90;81.75
85.817.200;7;41.82;39.95;82.33
85.817.250;7;41.98;40.00;82.91
85.817.300;7;41.47;40.05;83.49
85.817.350;7;40.99;40.10;84.07
85.817.400;7;41.24;40.15;84.64
85.817.450;7;41.77;40.20;85.21
85.817.500;7;42.44;40.25;85.80
85.817.550;7;43.02;40.30;86.39
85.817.600;7;43.11;40.35;86.99
85.817.650;7;43.09;40.40;87.59
85.817.700;7;43.22;40.45;88.19
85.817.750;7;43.38;40.50;88.79
85.817.800;7;43.46;40.55;89.39
85.817.850;7;43.57;40.60;90.00
85.817.900;6;43.79;40.65;90.60
85.817.950;6;44.08;40.70;91.21
85.818.000;6;44.46;40.75;91.83
85.818.050;6;44.83;40.80;92.45
85.818.100;6;45.07;40.85;93.07
85.818.150;6;45.24;40.90;93.70
85.818.200;6;45.40;40.95;94.33
85.818.250;6;45.50;41.00;94.96
85.818.300;6;45.51;41.05;95.59
85.818.350;6;45.47;41.10;96.23
85.818.400;6;45.43;41.15;96.86
85.818.450;6;45.44;41.20;97.49
85.818.500;6;45.60;41.25;98.12
85.818.550;6;45.83;41.30;98.75
85.818.600;6;46.03;41.35;99.39
85.818.650;6;46.32;41.40;100.03
85.818.700;6;46.95;41.45;100.68
85.818.750;6;47.50;41.50;101.34
85.818.800;6;47.59;41.55;102.00
85.818.850;6;47.48;41.60;102.66
85.818.900;7;47.32;41.65;103.32
85.818.950;7;47.00;41.70;103.97
85.819.000;7;46.25;41.75;104.62
85.819.050;7;45.63;41.80;105.26
85.819.100;7;45.78;41.85;105.89
85.819.150;7;46.14;41.90;106.53
85.819.200;7;46.35;41.95;107.17
85.819.250;7;46.46;42.00;107.82
85.819.300;7;46.25;42.05;108.46
85.819.350;7;46.06;42.10;109.10
85.819.400;7;46.27;42.15;109.74
85.819.450;7;46.57;42.20;110.39
85.819.500;7;46.74;42.25;111.04
85.819.550;7;46.85;42.30;111.69
85.819.600;7;46.85;42.35;112.34
85.819.650;7;46.88;42.40;112.99
85.819.700;7;47.22;42.45;113.64
85.819.750;7;47.50;42.50;114.30
85.819.800;7;47.35;42.55;114.96
85.819.850;7;47.04;42.60;115.61
85.819.900;8;46.59;42.65;116.26
85.819.950;8;46.38;42.70;116.91
85.820.000;8;47.05;42.75;117.56
85.820.050;8;47.85;42.80;118.22
85.820.100;8;48.06;42.85;118.88
85.820.150;8;48.16;42.90;119.55
85.820.200;8;48.46;42.95;120.22
85.820.250;8;48.67;43.00;120.90
85.820.300;8;48.50;43.05;121.57
85.820.350;8;48.30;43.10;122.24
85.820.400;8;48.42;43.15;122.92
85.820.450;8;48.66;43.20;123.59
85.820.500;8;48.94;43.25;124.27
85.820.550;8;49.19;43.30;124.95
85.820.600;8;49.26;43.35;125.63
85.820.650;8;49.31;43.40;126.32
85.820.700;8;49.47;43.45;127.00
85.820.750;8;49.65;43.50;127.69
85.820.800;8;49.78;43.55;128.38
85.820.850;8;49.91;43.60;129.07
85.820.900;8;50.09;43.65;129.77
85.820.950;8;50.20;43.70;130.46
85.821.000;8;50.08;43.75;131.16
85.821.050;8;49.95;43.80;131.86
85.821.100;8;50.00;43.85;132.55
85.821.150;8;50.15;43.90;133.25
85.821.200;8;50.46;43.95;133.94
85.821.250;8;50.77;44.00;134.65
85.821.300;8;50.89;44.05;135.35
85.821.350;8;50.99;44.10;136.06
85.821.400;8;51.18;44.15;136.77
85.821.450;8;51.44;44.20;137.48
85.821.500;8;51.86;44.25;138.20
85.821.550;8;52.20;44.30;138.92
85.821.600;8;52.24;44.35;139.65
85.821.650;8;52.02;44.40;140.37
85.821.700;8;51.31;44.45;141.09
85.821.750;8;50.82;44.50;141.80
85.821.800;8;51.58;44.55;142.51
85.821.850;8;52.51;44.60;143.23
85.821.900;8;52.69;44.65;143.96
85.821.950;8;52.72;44.70;144.70
85.822.000;8;52.97;44.75;145.43
85.822.050;8;53.20;44.80;146.17
85.822.100;8;53.28;44.85;146.91
85.822.150;8;53.33;44.90;147.65
85.822.200;8;53.38;44.95;148.39
85.822.250;8;53.49;45.00;149.13
85.822.300;8;53.79;45.05;149.87
85.822.350;8;54.08;45.10;150.62
85.822.400;8;54.19;45.15;151.38
85.822.450;8;54.16;45.20;152.13
85.822.500;8;53.92;45.25;152.88
85.822.550;8;53.64;45.30;153.63
85.822.600;8;53.45;45.35;154.37
85.822.650;8;53.41;45.40;155.11
85.822.700;8;53.82;45.45;155.86
85.822.750;8;54.15;45.50;156.61
85.822.800;8;53.73;45.55;157.35
85.822.850;8;53.34;45.60;158.10
85.822.900;8;53.81;45.65;158.84
85.822.950;8;54.37;45.70;159.59
85.823.000;8;54.39;45.75;160.35
85.823.050;8;54.25;45.80;161.10
85.823.100;8;54.14;45.85;161.86
85.823.150;8;54.03;45.90;162.61
85.823.200;8;54.00;45.95;163.36
85.823.250;8;54.01;46.00;164.11
85.823.300;8;54.06;46.05;164.86
85.823.350;8;54.17;46.10;165.61
85.823.400;8;54.36;46.15;166.36
85.823.450;8;54.56;46.20;167.12
85.823.500;8;54.72;46.25;167.88
85.823.550;8;54.79;46.30;168.64
85.823.600;8;54.67;46.35;169.40
85.823.650;8;54.50;46.40;170.16
85.823.700;8;54.46;46.45;170.91
85.823.750;8;54.32;46.50;171.67
85.823.800;8;53.74;46.55;172.42
85.823.850;8;53.24;46.60;173.16
85.823.900;6;53.42;46.65;173.90
85.823.950;6;53.77;46.70;174.65
85.824.000;6;53.96;46.75;175.40
85.824.050;6;54.09;46.80;176.15
85.824.100;6;54.13;46.85;176.90
85.824.150;6;54.17;46.90;177.65
85.824.200;6;54.31;46.95;178.40
85.824.250;6;54.43;47.00;179.16
85.824.300;6;54.39;47.05;179.91
85.824.350;6;54.29;47.10;180.67
85.824.400;6;54.16;47.15;181.42
85.824.450;6;54.10;47.20;182.17
85.824.500;6;54.28;47.25;182.93
85.824.550;6;54.52;47.30;183.68
85.824.600;6;54.70;47.35;184.44
85.824.650;6;54.87;47.40;185.20
85.824.700;6;54.99;47.45;185.96
85.824.750;6;55.10;47.50;186.73
85.824.800;6;55.24;47.55;187.49
85.824.850;6;55.40;47.60;188.26
85.824.900;8;55.61;47.65;189.03
85.824.950;8;55.77;47.70;189.81
85.825.000;8;55.69;47.75;190.58
85.825.050;8;55.57;47.80;191.35
85.825.100;8;55.66;47.85;192.13
85.825.150;8;55.63;47.90;192.90
85.825.200;8;54.96;47.95;193.67
85.825.250;8;54.43;48.00;194.43
85.825.300;8;54.88;48.05;195.19
85.825.350;8;55.55;48.10;195.95
85.825.400;8;55.90;48.15;196.73
85.825.450;8;56.15;48.20;197.51
85.825.500;8;56.37;48.25;198.29
85.825.550;8;56.39;48.30;199.07
85.825.600;8;55.85;48.35;199.85
85.825.650;8;55.27;48.40;200.62
85.825.700;8;55.14;48.45;201.39
85.825.750;8;55.19;48.50;202.15
85.825.800;8;55.30;48.55;202.92
85.825.850;8;55.54;48.60;203.69
85.825.900;6;55.96;48.65;204.47
85.825.950;6;56.42;48.70;205.25
85.826.000;6;56.80;48.75;206.03
85.826.050;6;57.08;48.80;206.82
85.826.100;6;57.20;48.85;207.62
85.826.150;6;57.23;48.90;208.41
85.826.200;6;57.07;48.95;209.20
85.826.250;6;57.11;49.00;210.00
85.826.300;6;57.97;49.05;210.80
85.826.350;6;58.80;49.10;211.61
85.826.400;6;58.66;49.15;212.42
85.826.450;6;58.40;49.20;213.24
85.826.500;6;58.74;49.25;214.05
85.826.550;6;59.14;49.30;214.87
85.826.600;6;59.27;49.35;215.69
85.826.650;6;59.23;49.40;216.51
85.826.700;6;59.00;49.45;217.33
85.826.750;6;58.72;49.50;218.15
85.826.800;6;58.53;49.55;218.97
85.826.850;6;58.40;49.60;219.78
85.826.900;6;58.42;49.65;220.59
85.826.950;6;58.48;49.70;221.40
85.827.000;6;58.51;49.75;222.21
85.827.050;6;58.54;49.80;223.03
85.827.100;6;58.58;49.85;223.84
85.827.150;6;58.63;49.90;224.65
85.827.200;6;58.71;49.95;225.47
85.827.250;6;58.81;50.00;226.28
85.827.300;6;58.88;50.05;227.10
85.827.350;6;58.95;50.10;227.92
85.827.400;6;59.03;50.15;228.74
85.827.450;6;59.10;50.20;229.56
85.827.500;6;59.11;50.25;230.38
85.827.550;6;59.10;50.30;231.20
85.827.600;6;59.08;50.35;232.02
85.827.650;6;59.09;50.40;232.84
85.827.700;6;59.21;50.45;233.66
85.827.750;6;59.31;50.50;234.49
85.827.800;6;59.26;50.55;235.31
85.827.850;6;59.16;50.60;236.13
85.827.900;8;58.99;50.65;236.95
85.827.950;8;58.97;50.70;237.77
85.828.000;8;59.51;50.75;238.60
85.828.050;8;60.02;50.80;239.43
85.828.100;8;59.90;50.85;240.26
85.828.150;8;59.56;50.90;241.09
85.828.200;8;59.19;50.95;241.91
85.828.250;8;58.91;51.00;242.73
85.828.300;8;59.07;51.05;243.55
85.828.350;8;59.28;51.10;244.37
85.828.400;8;59.15;51.15;245.20
85.828.450;8;59.00;51.20;246.02
85.828.500;8;58.93;51.25;246.84
85.828.550;8;59.08;51.30;247.66
85.828.600;8;59.93;51.35;248.48
85.828.650;8;60.54;51.40;249.32
85.828.700;8;59.66;51.45;250.15
85.828.750;8;58.67;51.50;250.98
85.828.800;8;58.77;51.55;251.79
85.828.850;8;59.17;51.60;252.61
85.828.900;7;59.40;51.65;253.43
85.828.950;7;59.65;51.70;254.26
85.829.000;7;60.06;51.75;255.09
85.829.050;7;60.31;51.80;255.93
85.829.100;7;59.95;51.85;256.76
85.829.150;7;59.58;51.90;257.59
85.829.200;7;59.71;51.95;258.42
85.829.250;7;60.11;52.00;259.25
85.829.300;7;60.87;52.05;260.09
85.829.350;7;61.46;52.10;260.94
85.829.400;7;60.95;52.15;261.79
85.829.450;7;60.61;52.20;262.64
85.829.500;7;61.80;52.25;263.49
85.829.550;7;63.40;52.30;264.36
85.829.600;7;65.02;52.35;265.25
85.829.650;7;65.85;52.40;266.16
85.829.700;7;64.22;52.45;267.06
85.829.750;7;62.27;52.50;267.94
85.829.800;7;62.09;52.55;268.80
85.829.850;7;62.15;52.60;269.66
85.829.900;8;61.30;52.65;270.52
85.829.950;8;60.54;52.70;271.37
85.830.000;8;60.65;52.75;272.21
85.830.050;8;61.06;52.80;273.06
85.830.100;8;61.45;52.85;273.91
85.830.150;8;61.84;52.90;274.76
85.830.200;8;62.14;52.95;275.62
85.830.250;8;62.39;53.00;276.49
85.830.300;8;62.62;53.05;277.36
85.830.350;8;62.82;53.10;278.23
85.830.400;8;63.12;53.15;279.10
85.830.450;8;63.16;53.20;279.98
85.830.500;8;62.37;53.25;280.85
85.830.550;8;61.60;53.30;281.71
85.830.600;8;61.81;53.35;282.57
85.830.650;8;62.13;53.40;283.43
85.830.700;8;61.82;53.45;284.29
85.830.750;8;61.45;53.50;285.15
85.830.800;8;61.48;53.55;286.00
85.830.850;8;61.56;53.60;286.85
85.830.900;7;61.50;53.65;287.71
85.830.950;7;61.43;53.70;288.56
85.831.000;7;61.47;53.75;289.42
85.831.050;7;61.55;53.80;290.27
85.831.100;7;61.65;53.85;291.13
85.831.150;7;61.72;53.90;291.98
85.831.200;7;61.67;53.95;292.84
85.831.250;7;61.61;54.00;293.70
85.831.300;7;61.69;54.05;294.55
85.831.350;7;61.76;54.10;295.41
85.831.400;7;61.69;54.15;296.27
85.831.450;7;61.57;54.20;297.12
85.831.500;7;61.43;54.25;297.98
85.831.550;7;61.35;54.30;298.83
85.831.600;7;61.50;54.35;299.68
85.831.650;7;61.69;54.40;300.54
85.831.700;7;61.77;54.45;301.39
85.831.750;7;61.72;54.50;302.25
85.831.800;7;61.31;54.55;303.11
85.831.850;7;60.96;54.60;303.96
85.831.900;8;61.10;54.65;304.80
85.831.950;8;61.40;54.70;305.65
85.832.000;8;61.75;54.75;306.51
85.832.050;8;61.88;54.80;307.37
85.832.100;8;61.25;54.85;308.22
85.832.150;8;60.54;54.90;309.07
85.832.200;8;60.45;54.95;309.91
85.832.250;8;60.52;55.00;310.75
85.832.300;8;60.63;55.05;311.59
85.832.350;8;60.54;55.10;312.43
85.832.400;8;59.61;55.15;313.27
85.832.450;8;58.94;55.20;314.09
85.832.500;8;60.08;55.25;314.92
85.832.550;8;61.05;55.30;315.76
85.832.600;8;59.57;55.35;316.59
85.832.650;8;58.06;55.40;317.41
85.832.700;8;58.75;55.45;318.22
85.832.750;8;59.82;55.50;319.05
85.832.800;8;59.87;55.55;319.88
85.832.850;8;59.85;55.60;320.71
85.832.900;6;60.65;55.65;321.55
85.832.950;6;61.08;55.70;322.39
85.833.000;6;59.82;55.75;323.23
85.833.050;6;58.20;55.80;324.05
85.833.100;6;57.39;55.85;324.85
85.833.150;6;56.60;55.90;325.64
85.833.200;6;55.47;55.95;326.42
85.833.250;6;53.84;56.00;327.18
85.833.300;6;50.58;56.05;327.91
85.833.350;6;48.30;56.10;328.59
85.833.400;6;50.22;56.15;329.28
85.833.450;6;53.32;56.20;330.00
85.833.500;6;55.40;56.25;330.75
85.833.550;6;57.20;56.30;331.53
85.833.600;6;58.75;56.35;332.34
85.833.650;6;60.01;56.40;333.16
85.833.700;6;60.98;56.45;334.00
85.833.750;6;61.62;56.50;334.86
85.833.800;6;61.81;56.55;335.71
85.833.850;6;61.80;56.60;336.57
85.833.900;7;61.81;56.65;337.43
85.833.950;7;61.83;56.70;338.29
85.834.000;7;61.93;56.75;339.15
85.834.050;7;62.05;56.80;340.01
85.834.100;7;62.13;56.85;340.87
85.834.150;7;62.28;56.90;341.73
85.834.200;7;62.74;56.95;342.60
85.834.250;7;63.04;57.00;343.48
85.834.300;7;62.53;57.05;344.35
85.834.350;7;61.94;57.10;345.21
85.834.400;7;61.93;57.15;346.07
85.834.450;7;62.06;57.20;346.93
85.834.500;7;62.15;57.25;347.80
85.834.550;7;62.06;57.30;348.66
85.834.600;7;61.24;57.35;349.52
85.834.650;7;60.65;57.40;350.36
85.834.700;7;61.51;57.45;351.21
85.834.750;7;62.44;57.50;352.07
85.834.800;7;62.28;57.55;352.94
85.834.850;7;61.66;57.60;353.80
85.834.900;8;60.63;57.65;354.65
85.834.950;8;59.80;57.70;355.48
85.835.000;8;60.09;57.75;356.32
85.835.050;8;60.63;57.80;357.15
85.835.100;8;60.76;57.85;358.00
85.835.150;8;60.79;57.90;358.84
85.835.200;8;60.86;57.95;359.69
85.835.250;8;60.85;58.00;360.53
85.835.300;8;60.63;58.05;361.37
85.835.350;8;60.38;58.10;362.22
85.835.400;8;60.19;58.15;363.05
85.835.450;8;60.17;58.20;363.89
85.835.500;8;60.65;58.25;364.73
85.835.550;8;61.00;58.30;365.57
85.835.600;8;60.48;58.35;366.42
85.835.650;8;59.81;58.40;367.25
85.835.700;8;59.47;58.45;368.08
85.835.750;8;59.41;58.50;368.90
85.835.800;8;59.89;58.55;369.73
85.835.850;8;60.44;58.60;370.57
85.835.900;6;60.55;58.65;371.41
85.835.950;6;60.53;58.70;372.25
85.836.000;6;60.53;58.75;373.09
85.836.050;6;60.46;58.80;373.93
85.836.100;6;60.22;58.85;374.77
85.836.150;6;60.01;58.90;375.60
85.836.200;6;60.12;58.95;376.44
85.836.250;6;60.26;59.00;377.27
85.836.300;6;60.15;59.05;378.11
85.836.350;6;60.04;59.10;378.95
85.836.400;6;60.14;59.15;379.78
85.836.450;6;60.26;59.20;380.62
85.836.500;6;60.28;59.25;381.45
85.836.550;6;60.19;59.30;382.29
85.836.600;6;59.84;59.35;383.12
85.836.650;6;59.51;59.40;383.95
85.836.700;6;59.58;59.45;384.78
85.836.750;6;59.64;59.50;385.61
85.836.800;6;59.27;59.55;386.43
85.836.850;6;58.99;59.60;387.25
85.836.900;7;59.48;59.65;388.08
85.836.950;7;59.93;59.70;388.91
85.837.000;7;59.50;59.75;389.74
85.837.050;7;58.97;59.80;390.56
85.837.100;7;58.95;59.85;391.38
85.837.150;7;59.04;59.90;392.20
85.837.200;7;58.92;59.95;393.02
85.837.250;7;58.88;60.00;393.83
85.837.300;7;59.15;60.05;394.65
85.837.350;7;59.55;60.10;395.48
85.837.400;7;60.02;60.15;396.31
85.837.450;7;60.40;60.20;397.14
85.837.500;7;60.50;60.25;397.98
85.837.550;7;60.38;60.30;398.82
85.837.600;7;59.89;60.35;399.66
85.837.650;7;59.42;60.40;400.49
85.837.700;7;59.40;60.45;401.31
85.837.750;7;59.51;60.50;402.14
85.837.800;7;59.56;60.55;402.96
85.837.850;7;59.59;60.60;403.79
85.837.900;7;59.55;60.65;404.62
85.837.950;7;59.51;60.70;405.45
85.838.000;7;59.50;60.75;406.27
85.838.050;7;59.47;60.80;407.10
85.838.100;7;59.36;60.85;407.92
85.838.150;7;59.23;60.90;408.75
85.838.200;7;59.08;60.95;409.57
85.838.250;7;58.98;61.00;410.39
85.838.300;7;58.98;61.05;411.21
85.838.350;7;59.07;61.10;412.03
85.838.400;7;59.29;61.15;412.85
85.838.450;7;59.47;61.20;413.67
85.838.500;7;59.40;61.25;414.50
85.838.550;7;59.31;61.30;415.32
85.838.600;7;59.43;61.35;416.15
85.838.650;7;59.55;61.40;416.98
85.838.700;7;59.41;61.45;417.80
85.838.750;7;59.25;61.50;418.63
85.838.800;7;59.31;61.55;419.45
85.838.850;7;59.34;61.60;420.27
85.838.900;6;59.12;61.65;421.10
85.838.950;6;58.85;61.70;421.91
85.839.000;6;58.63;61.75;422.73
85.839.050;6;58.47;61.80;423.54
85.839.100;6;58.39;61.85;424.35
85.839.150;6;58.44;61.90;425.17
85.839.200;6;58.79;61.95;425.98
85.839.250;6;59.05;62.00;426.80
85.839.300;6;58.75;62.05;427.62
85.839.350;6;58.31;62.10;428.43
85.839.400;6;58.01;62.15;429.24
85.839.450;6;57.78;62.20;430.04
85.839.500;6;57.66;62.25;430.84
85.839.550;6;57.60;62.30;431.64
85.839.600;6;57.56;62.35;432.44
85.839.650;6;57.53;62.40;433.24
85.839.700;6;57.46;62.45;434.04
85.839.750;6;57.39;62.50;434.84
85.839.800;6;57.34;62.55;435.64
85.839.850;6;57.30;62.60;436.43
85.839.900;8;57.38;62.65;437.23
85.839.950;8;57.25;62.70;438.02
85.840.000;8;56.40;62.75;438.81
85.840.050;8;55.50;62.80;439.59
85.840.100;8;55.08;62.85;440.36
85.840.150;8;54.99;62.90;441.12
85.840.200;8;55.37;62.95;441.89
85.840.250;8;55.88;63.00;442.66
85.840.300;8;56.24;63.05;443.44
85.840.350;8;56.44;63.10;444.22
85.840.400;8;56.36;63.15;445.01
85.840.450;8;56.14;63.20;445.79
85.840.500;8;55.85;63.25;446.56
85.840.550;8;55.63;63.30;447.34
85.840.600;8;55.75;63.35;448.11
85.840.650;8;55.89;63.40;448.89
85.840.700;8;55.69;63.45;449.66
85.840.750;8;55.46;63.50;450.43
85.840.800;8;55.42;63.55;451.20
85.840.850;8;55.45;63.60;451.97
85.840.900;8;55.56;63.65;452.75
85.840.950;8;55.64;63.70;453.52
85.841.000;8;55.54;63.75;454.29
85.841.050;8;55.37;63.80;455.06
85.841.100;8;55.19;63.85;455.83
85.841.150;8;55.07;63.90;456.59
85.841.200;8;55.22;63.95;457.36
85.841.250;8;55.37;64.00;458.13
85.841.300;8;55.19;64.05;458.90
85.841.350;8;54.92;64.10;459.66
85.841.400;8;54.75;64.15;460.42
85.841.450;8;54.57;64.20;461.18
85.841.500;8;54.34;64.25;461.94
85.841.550;8;54.16;64.30;462.69
85.841.600;8;54.17;64.35;463.44
85.841.650;8;54.21;64.40;464.20
85.841.700;8;54.08;64.45;464.95
85.841.750;8;53.94;64.50;465.70
85.841.800;8;53.86;64.55;466.45
85.841.850;8;53.85;64.60;467.19
85.841.900;7;53.99;64.65;467.94
85.841.950;7;54.09;64.70;468.69
85.842.000;7;53.95;64.75;469.44
85.842.050;7;53.77;64.80;470.19
85.842.100;7;53.75;64.85;470.94
85.842.150;7;53.76;64.90;471.69
85.842.200;7;53.74;64.95;472.43
85.842.250;7;53.71;65.00;473.18
85.842.300;7;53.62;65.05;473.92
85.842.350;7;53.53;65.10;474.67
85.842.400;7;53.42;65.15;475.41
85.842.450;7;53.33;65.20;476.15
85.842.500;7;53.26;65.25;476.89
85.842.550;7;53.19;65.30;477.63
85.842.600;7;53.12;65.35;478.37
85.842.650;7;53.04;65.40;479.11
85.842.700;7;52.96;65.45;479.84
85.842.750;7;52.89;65.50;480.58
85.842.800;7;52.84;65.55;481.31
85.842.850;7;52.82;65.60;482.05
85.842.900;8;52.88;65.65;482.78
85.842.950;8;52.81;65.70;483.51
85.843.000;8;52.19;65.75;484.24
85.843.050;8;51.65;65.80;484.96
85.843.100;8;51.94;65.85;485.68
85.843.150;8;52.42;65.90;486.41
85.843.200;8;52.73;65.95;487.14
85.843.250;8;52.86;66.00;487.87
85.843.300;8;52.49;66.05;488.60
85.843.350;8;52.09;66.10;489.33
85.843.400;8;52.11;66.15;490.05
85.843.450;8;52.22;66.20;490.78
85.843.500;8;52.24;66.25;491.50
85.843.550;8;52.21;66.30;492.23
85.843.600;8;51.98;66.35;492.95
85.843.650;8;51.84;66.40;493.67
85.843.700;8;52.14;66.45;494.39
85.843.750;8;52.52;66.50;495.12
85.843.800;8;52.80;66.55;495.85
85.843.850;8;52.79;66.60;496.59
85.843.900;8;52.04;66.65;497.31
85.843.950;8;51.25;66.70;498.03
85.844.000;8;51.20;66.75;498.74
85.844.050;8;51.25;66.80;499.45
85.844.100;8;50.87;66.85;500.16
85.844.150;8;50.51;66.90;500.87
85.844.200;8;50.49;66.95;501.57
85.844.250;8;50.56;67.00;502.27
85.844.300;8;50.48;67.05;502.97
85.844.350;8;50.51;67.10;503.67
85.844.400;8;50.97;67.15;504.38
85.844.450;8;51.34;67.20;505.09
85.844.500;8;51.00;67.25;505.80
85.844.550;8;50.49;67.30;506.50
85.844.600;8;50.18;67.35;507.20
85.844.650;8;49.97;67.40;507.90
85.844.700;8;49.92;67.45;508.59
85.844.750;8;49.94;67.50;509.29
85.844.800;8;49.92;67.55;509.98
85.844.850;8;49.91;67.60;510.67
85.844.900;7;49.92;67.65;511.37
85.844.950;7;49.92;67.70;512.06
85.845.000;7;49.94;67.75;512.75
85.845.050;7;49.75;67.80;513.44
85.845.100;7;48.94;67.85;514.13
85.845.150;7;48.14;67.90;514.80
85.845.200;7;47.91;67.95;515.47
85.845.250;7;47.92;68.00;516.14
85.845.300;7;48.07;68.05;516.80
85.845.350;7;48.27;68.10;517.47
85.845.400;7;48.40;68.15;518.14
85.845.450;7;48.46;68.20;518.82
85.845.500;7;48.37;68.25;519.49
85.845.550;7;48.19;68.30;520.16
85.845.600;7;47.91;68.35;520.83
85.845.650;7;47.67;68.40;521.49
85.845.700;7;47.73;68.45;522.15
85.845.750;7;47.73;68.50;522.82
85.845.800;7;47.29;68.55;523.48
85.845.850;7;46.70;68.60;524.13
85.845.900;8;46.09;68.65;524.77
85.845.950;8;45.61;68.70;525.41
85.846.000;8;45.56;68.75;526.04
85.846.050;8;45.65;68.80;526.68
85.846.100;8;45.64;68.85;527.31
85.846.150;8;45.59;68.90;527.94
85.846.200;8;45.54;68.95;528.58
85.846.250;8;45.41;69.00;529.21
85.846.300;8;45.11;69.05;529.84
85.846.350;8;44.75;69.10;530.46
85.846.400;8;44.41;69.15;531.08
85.846.450;8;44.11;69.20;531.69
85.846.500;8;43.95;69.25;532.31
85.846.550;8;43.78;69.30;532.92
85.846.600;8;43.44;69.35;533.52
85.846.650;8;43.04;69.40;534.12
85.846.700;8;42.66;69.45;534.72
85.846.750;8;42.30;69.50;535.31
85.846.800;8;42.03;69.55;535.89
85.846.850;8;41.80;69.60;536.47
85.846.900;9;41.64;69.65;537.05
85.846.950;9;41.41;69.70;537.63
85.847.000;9;40.88;69.75;538.20
