# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2025-11-04 17:45:21.470
time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
1,285556;0,0389;-3,4392;-2,8245;4,45
1,301854;2,4148;-0,7173;-2,1044;3,28
1,315740;3,5084;7,4564;1,1115;8,32
1,322224;4,0118;5,4431;1,0185;6,84
1,332598;3,9430;2,8280;-1,6307;5,12
1,350831;3,2236;1,8378;-3,2138;4,91
1,350956;2,2917;1,2354;-3,4678;4,34
1,364023;0,5353;-0,1448;-2,9844;3,04
1,368062;-1,3057;-0,6533;-1,7880;2,31
1,383418;-3,0276;-0,3366;-0,3681;3,07
1,387890;-3,7470;-0,8831;0,9732;3,97
1,397859;-4,4555;-0,3490;1,0262;4,59
1,406135;-5,1673;0,4349;1,3944;5,37
1,416273;-9,8412;1,9199;3,5325;10,63
1,434604;-4,3493;2,8166;3,8914;6,48
1,435001;1,5219;1,8668;1,4192;2,80
1,450461;3,0168;5,1899;2,4125;6,47
1,469309;0,2364;0,8918;1,6996;1,93
1,471025;-0,0525;0,7646;1,0978;1,34
1,482887;1,3298;-0,4103;-0,5136;1,48
1,503560;1,0536;-1,1722;-1,3258;2,06
1,503721;-0,7071;-2,6687;0,4958;2,80
1,517849;-1,3457;-6,9958;0,9541;7,19
1,518196;-1,0774;-5,7935;1,1139;6,00
1,532716;1,8737;0,7245;-1,6947;2,63
1,536660;2,5848;3,0765;-2,2471;4,60
1,549339;2,0915;0,9178;2,7230;3,55
1,555647;0,1338;0,3616;0,7333;0,83
1,565095;-0,1615;1,8508;-0,5458;1,94
1,583566;-0,9910;2,0159;-1,8428;2,91
1,583680;-2,1492;0,9157;-4,5724;5,13
1,598349;-2,7135;0,0851;-4,7329;5,46
1,616636;-3,5805;0,6672;-3,6122;5,13
1,620622;-2,6008;0,6390;-3,1640;4,15
1,633322;-2,0698;0,9772;-0,7143;2,40
1,640025;-1,1576;1,9047;1,1704;2,52
1,651332;-1,4702;1,0014;-0,2024;1,79
1,661286;-1,1930;1,4460;-0,7702;2,03
1,675342;-2,2845;1,7125;-2,9598;4,11
1,697916;-3,5215;0,1096;-5,3817;6,43
1,716396;-4,3002;-2,9636;3,6717;6,38
1,726411;-2,0692;-1,0267;3,2662;4,00
1,738890;-3,9363;-2,2286;3,0520;5,46
1,758314;-4,2263;-3,1771;4,9874;7,27
1,770196;2,2873;-1,9865;5,5901;6,36
1,787705;4,4436;-0,4380;4,5885;6,40
1,788745;5,0384;0,2766;1,6144;5,30
1,798317;5,2066;0,7435;-2,3208;5,75
1,818264;3,4494;0,1089;-3,8730;5,19
1,818337;1,0969;-0,4038;1,8078;2,15
1,831177;1,0870;-0,6068;1,8077;2,19
1,848368;-1,2113;-3,0267;0,9396;3,39
1,855413;-1,0711;-3,8050;1,3039;4,16
1,866548;-1,3628;-4,1361;2,3189;4,93
1,873837;-0,2922;-3,2516;3,6027;4,86
1,882477;-0,3069;-2,6969;5,0582;5,74
1,904337;-0,1705;-2,1448;4,1273;4,65
1,904501;0,1131;-1,4079;2,0857;2,52
1,920801;0,9153;-0,7344;1,4242;1,85
1,921024;1,0025;-0,5107;3,4738;3,65
1,937511;0,9363;-0,4437;3,3563;3,51
1,939467;-0,7001;-2,0176;6,0688;6,43
1,949899;-0,7256;-2,0171;4,8539;5,31
1,966465;-3,1603;-0,9223;-2,8857;4,38
1,983944;-1,9714;0,0454;0,4297;2,02
1,985052;-0,7388;-1,0494;2,6041;2,90
2,002833;0,9861;-3,3819;0,2562;3,53
2,004027;1,7938;-3,3974;-1,9374;4,30
2,017191;2,2955;-2,1648;-3,2475;4,53
2,022181;1,7531;0,1934;-1,3925;2,25
2,034315;2,8468;2,9264;0,6188;4,13
2,041630;4,2545;4,6979;0,1904;6,34
2,052844;3,8894;6,2818;-0,4193;7,40
2,068763;3,5517;6,4921;0,8231;7,45
2,069363;2,3900;4,4849;1,9483;5,44
2,085502;0,2938;2,3399;2,1572;3,20
2,102215;-1,1877;0,7584;0,5565;1,52
2,105913;-0,3979;1,1028;-0,3708;1,23
2,120160;1,7341;2,3383;-1,2142;3,15
2,137253;1,9792;2,1211;-1,1859;3,13
2,137447;-0,1930;0,2540;-0,3254;0,46
2,153118;-1,9236;-2,1032;0,1262;2,85
2,155166;-2,4368;-2,5314;0,2859;3,53
2,168806;-1,5600;-0,4671;2,9663;3,38
2,172069;-0,4907;0,7529;4,5472;4,64
2,184079;1,0777;1,0050;2,3708;2,79
2,190531;1,8090;1,1914;0,6152;2,25
2,203753;0,9253;0,1547;-0,8231;1,25
2,217985;-0,1821;-0,6346;-1,6811;1,81
2,219460;-1,8246;-1,1205;-2,3177;3,16
2,235358;-2,5386;-1,1839;-2,8629;4,01
2,251951;-6,0380;-2,2501;-1,4297;6,60
2,256229;-1,1544;0,6381;-1,1862;1,77
2,269022;0,1168;1,2588;5,3449;5,49
2,275240;-0,9337;-1,2427;7,5353;7,69
2,284982;-0,5009;-2,4523;6,6374;7,09
2,303511;-0,9308;-1,3948;3,0329;3,47
2,303655;-2,2100;-1,3075;1,4741;2,96
2,321724;-2,5510;-1,4672;-1,0098;3,11
2,322098;-1,5526;-1,2272;-3,3664;3,90
2,337864;-0,0734;-0,9688;-5,1856;5,28
2,340035;1,1169;-0,5880;-7,0781;7,19
2,351894;2,3274;0,0824;-7,8682;8,21
2,359310;2,9998;0,1761;-7,8996;8,45
2,369290;2,8964;0,4060;-4,7116;5,55
2,379343;0,4833;0,8406;2,0823;2,30
2,391686;-5,7579;-0,0023;12,6237;13,87
2,405646;2,2768;1,0694;-0,7088;2,61
2,416670;1,1521;0,6087;-3,8276;4,04
2,424231;1,3226;0,4088;-0,0485;1,39
2,436318;-0,1410;-0,2922;2,6582;2,68
2,456532;-2,6049;-1,0692;7,9427;8,43
2,456707;-0,8200;-1,2745;-1,4786;2,12
2,470990;3,8975;-1,6764;-5,5243;6,97
2,471118;4,3831;-5,5553;-3,8006;8,03
2,485764;1,4887;-7,8838;-0,8023;8,06
