idx,x,y,q1_deg,q2_deg
0,0.024194708713245784,0.16018946295942965,49.91378118557163,62.99458669910983
1,0.024193612100556025,0.16039889864175436,50.04485136337767,62.75530791189026
2,0.0241903223827427,0.16060831135709638,50.176867973084875,62.515605628377536
3,0.024184839920560426,0.1608176781409916,50.309817261761204,62.275499251741024
4,0.02417716531522297,0.1610269760340128,50.443685370771966,62.035008303944466
5,0.024167299408337287,0.16123618208428747,50.57845833575695,61.7941524283603
6,0.024155243281811255,0.16144527335001466,50.71412208655707,61.552951392443966
7,0.024140998257735,0.1616542269019808,50.85066244709099,61.31142509046835
8,0.02412456589823594,0.1618630198260743,50.98806513518205,61.06959354631722
9,0.024105948005307472,0.16207162922579804,51.12631576233537,60.82747691633754
10,0.02408514662061136,0.16228003222478063,51.26539983346611,60.58509549224935
11,0.024062164025253845,0.16248820596928468,51.40530274657863,60.34246970411354
12,0.0240370027395355,0.16269612763071323,51.546009792397406,60.09962012335532
13,0.02400966552267484,0.16290377440811302,51.68750615395018,59.85656746584366
14,0.023980155372505765,0.16311112353067497,51.82977690610364,59.61333259502495
15,0.023948475525148786,0.16331815226023114,51.97280701505235,59.36993652511047
16,0.023914629454656163,0.16352483789374836,52.11658133776184,59.12640042431563
17,0.023878620872630936,0.1637311577658178,52.261084621366024,58.88274561815076
18,0.023840453727819913,0.1639370892511404,52.406301502520236,58.638993592761224
19,0.023800132205680617,0.16414260976700823,52.55221650671057,58.39516599831578
20,0.023757660727922333,0.16434769677578068,52.69881404752004,58.151284652441646
21,0.023713043952021215,0.16455232778735615,52.84607842585349,57.90737154370402
22,0.02366628677070952,0.1647564803616382,52.99399382912108,57.663448835129216
23,0.023617394311439083,0.1649601321109965,53.142544330382485,57.41953886776808
24,0.023566371935819036,0.16516326070272178,53.291713887452524,57.175664164298816
25,0.02351322523902783,0.16536584386147488,53.44148634196975,56.931847432665855
26,0.023457960049199686,0.16556785937172958,53.59184541842903,56.68811156975315
27,0.02340058242678544,0.16576928508020866,53.742774723180126,56.444479665088636
28,0.02334109866388798,0.1659700988983133,53.89425774339335,56.20097500457738
29,0.023279515283572236,0.1661702788045454,54.04627784599441,55.95762107425997
30,0.023215839039149835,0.16636980284692243,54.198818276569774,55.7144415640937
31,0.023150076913438542,0.16656864914538466,54.35186215824495,55.47146037175212
32,0.023082236117996518,0.16676679589419474,54.505392490537275,55.228701606439884
33,0.023012324092331476,0.1669642213643287,54.659392148185574,54.986189592719214
34,0.022940348503084868,0.16716090390585897,54.81384387995895,54.74394887434281
35,0.022866317243191145,0.1673568219503285,54.968730307447025,54.502004218090114
36,0.02279023843101222,0.16755195401311584,55.12403392383413,54.26038061760112
37,0.022712120409447163,0.16774627869579145,55.27973709266032,54.019103297203436
38,0.022631971745017358,0.16793977468846397,55.43582204657184,53.77819771572703
39,0.02254980122692705,0.16813242077211732,55.59227088606416,53.53768957030127
40,0.02246561786609953,0.16832419582093752,55.74906557822057,53.297604800128155
41,0.02237943089418897,0.16851507880462935,55.906187955449894,53.05796959022569
42,0.022291249762568077,0.1687050487907226,56.06361971422658,52.81881037513483
43,0.022201084141291648,0.1688940849468675,56.22134241383691,52.58015384258293
44,0.022108943918036125,0.1690821665431193,56.37933747513537,52.342026937096406
45,0.022014839197015322,0.1692692729542115,56.537586179314985,52.10445686355506
46,0.021918780297872354,0.16945538366181762,56.69606966669583,51.867471090679935
47,0.021820777754548003,0.16964047825680129,56.85476893553671,51.631097354446005
48,0.02172084231412553,0.16982453644145432,57.01366484087385,51.39536366141105
49,0.02161898493565215,0.17000753803172264,57.17273809339234,51.16029829195098
50,0.02151521678893724,0.17018946295941964,57.33196925833479,50.925929803392286
51,0.021409549253327442,0.1703702912744269,57.491338754452975,50.692287033030794
52,0.02130199391645881,0.1705500031468819,57.650826853007935,50.45939910102633
53,0.021192562572986066,0.17072857886935267,57.81041367682427,50.22729541316164
54,0.0210812672232892,0.17090599885899888,57.97007919940488,49.99600566345449
55,0.02096812007215749,0.1710822436597193,58.12980324411239,49.765559836609924
56,0.020853133527451117,0.17125729394428546,58.28956548342398,49.535988210300175
57,0.020736320198740478,0.17143113051646103,58.44934543826627,49.307321357259205
58,0.020617692895923443,0.17160373431310688,58.60912247743759,49.0795901471776
59,0.020497264627820564,0.17177508640627165,58.76887581712508,48.85282574838366
60,0.02037504860074855,0.17194516800526735,58.928584520523955,48.627059629295694
61,0.02025105821707202,0.17211396045873004,59.08822749756731,48.402323559629934
62,0.02012530707373378,0.17228144525666506,59.2477835047744,48.178649611348455
63,0.019997808960763787,0.17244760403247691,59.40723114522596,47.95607015932984
64,0.019868577859766905,0.17261241856498344,59.566548868675206,47.73461788174634
65,0.01973762794238966,0.17277587078041381,59.72571497180394,47.51432576012893
66,0.019604973568766157,0.1729379427543907,59.884707598632424,47.29522707910299
67,0.019470629285943356,0.17309861671389576,60.04350474109314,47.07735542577522
68,0.019334609826285775,0.1732578750392187,60.20208423977778,46.860744688753115
69,0.019196930105859975,0.17341570026588946,60.36042378486799,46.645429056776905
70,0.01905760522279881,0.17357207508659342,60.51850091725945,46.43144301694408
71,0.01891665045564575,0.17372698235306933,60.67629302989041,46.218821352506076
72,0.018774081261679433,0.17388040507798974,60.833777369285066,46.007599140215625
73,0.018629913275218596,0.17403232643682395,60.990931037322554,45.79781174720391
74,0.01848416230590756,0.17418272976968296,61.147730993242924,45.589494827365534
75,0.018336844336982593,0.17433159858314645,61.30415405590076,45.38268431722961
76,0.018187975523519098,0.17447891655207143,61.46017690627832,45.17741643129443
77,0.01803757219066008,0.17462466752138245,61.61577609026892,44.97372765680375
78,0.017885650831825868,0.1747688355078433,61.77092802174289,44.77165474794128
79,0.017732228106905466,0.1749114047018096,61.92560898590641,44.57123471942211
80,0.017577320840429567,0.17505235946896266,62.07979514296615,44.37250483945686
81,0.017420946019725596,0.17519168435202384,62.23346253210949,44.17550262206781
82,0.01726312079305483,0.17532936407244964,62.38658707581315,43.980265818733045
83,0.01710386246773189,0.17546538353210722,62.539144584490636,43.78683240933735
84,0.016943188508226834,0.17559972781493002,62.691110761489526,43.595240592408324
85,0.01678111653424995,0.17573238218855353,62.84246120845001,43.40552877461546
86,0.016617664318819572,0.17586333210593078,62.993171431034284,43.21773555951277
87,0.01645284978631306,0.17599256320692766,63.14321684503789,43.03189973550375
88,0.01628669101050119,0.17612006131989766,63.29257278289214,42.848060263010254
89,0.016119206212566177,0.1762458124632359,63.44121450056721,42.66625626082628
90,0.015950413759103492,0.17636980284691242,63.589117184884685,42.48652699164045
91,0.01578033216010778,0.17649201887398444,63.736255961247444,42.30891184670991
92,0.015608980066943006,0.1766124471420873,63.88260590179476,42.133450329672186
93,0.015436376270297158,0.17673107444490435,64.02814203398898,41.96018203948089
94,0.015262539698121599,0.176847887773615,64.17283934963977,41.78914665245484
95,0.015087489413555435,0.17696287431832136,64.31667281437113,41.62038390342957
96,0.014911244612835002,0.17707602146945306,64.45961737753476,41.45393356600496
97,0.014733824623188799,0.17718731681914993,64.60164798257279,41.289835431882835
98,0.014555248900718031,0.17729674816262267,64.74273957783188,41.128129289291095
99,0.014375537028263033,0.1774043034994913,64.88286712782875,40.96885490049449
100,0.014194708713255786,0.1775099710351011,65.02200562496637,40.81205197839333
101,0.014012783785558786,0.177613739181816,65.16013010169887,40.65776016221532
102,0.013829782195290456,0.1777155965602894,65.29721564314096,40.50601899230814
103,0.013645724010637416,0.17781553200071187,65.43323740011652,40.35686788404413
104,0.013460629415653754,0.17791353454403622,65.56817060263994,40.2103461008507
105,0.01327451870804764,0.17800959344317918,65.70199057382061,40.06649272638473
106,0.01308741229695544,0.1781036981642,65.83467274418061,39.92534663587235
107,0.012899330700703635,0.1781958383874555,65.96619266637316,39.78694646663838
108,0.012710294544558725,0.17828600400873196,66.09652603028725,39.65133058785529
109,0.012520324558465487,0.17837418514035283,66.22564867852236,39.51853706954362
110,0.012329441574773658,0.1784603721122634,66.35353662221519,39.388603650860986
111,0.012137666525953458,0.17854455547309092,66.4801660571976,39.261567707720864
112,0.011945020442300096,0.17862672599118123,66.60551338046373,39.13746621978552
113,0.011751524449627574,0.17870687465561103,66.72955520692214,39.016335736882255
114,0.011557199766951985,0.17878499267717607,66.85226838640548,38.89821234489703
115,0.011362067704164626,0.178861071489355,66.97363002091016,38.783131631201904
116,0.011166149659695118,0.17893510274924873,67.09361748203492,38.67112864967812
117,0.010969467118164839,0.17900707833849533,67.21220842858538,38.56223788540072
118,0.010772041648030873,0.1790769903641604,67.32938082431107,38.456493219052795
119,0.010573894899220806,0.17914483115960242,67.44511295573669,38.35392789114452
120,0.010375048600758554,0.1792105932853137,67.55938345005148,38.25457446611126
121,0.01017552455838154,0.1792742695297361,67.6721712930151,38.15846479637265
122,0.009975344652149441,0.17933585291005186,67.78345584683917,38.06562998643559
123,0.009774530834044795,0.1793953366729493,67.8932168680017,37.97610035712612
124,0.009573105125565725,0.17945271429536355,68.00143452494946,37.88990541004062
125,0.009371089615311027,0.1795079794851917,68.10808941564348,37.80707379230657
126,0.00916850645655791,0.1795611261819829,68.21316258490096,37.72763326174558
127,0.008965377864832636,0.17961214855760294,68.3166355414864,37.65161065253407
128,0.008761726115474336,0.17966104101687339,68.41849027490412,37.57903184145712
129,0.008557573541192277,0.17970779819818508,68.51870927184406,37.50992171485167
130,0.008352942529616816,0.1797524149740862,68.6172755322326,37.44430413633662
131,0.008147855520844356,0.1797948864518445,68.71417258484004,37.38220191542547
132,0.007942335004976531,0.17983520797398378,68.80938450239658,37.32363677711915
133,0.00773640351965391,0.1798733751187948,68.9028959161703,37.268629332571734
134,0.007530083647584496,0.17990938370082002,68.99469202995918,37.21719905092489
135,0.007323398014067274,0.17994322977131266,69.08475863345335,37.169364232399666
136,0.0071163692845111004,0.17997490961866963,69.17308211492171,37.12514198273633
137,0.006909020161949163,0.1800044197688387,69.25964947318201,37.08454818906553
138,0.006701373384549368,0.18003175698569937,69.34444832881246,37.04759749729408
139,0.006493451723120823,0.1800569182714177,69.42746693456661,37.014303291081866
140,0.006285277978616768,0.18007990086677522,69.50869418495522,36.984677672483336
141,0.006076874979634193,0.18010070225147135,69.58811962496124,36.95873144432107
142,0.0058682655799104245,0.1801193201443998,69.66573345785658,36.93647409435405
143,0.005659472655816957,0.18013575250389888,69.74152655209308,36.917913781296576
144,0.0054505191038507995,0.18014999752797511,69.81549044724157,36.90305732273964
145,0.005241427838123617,0.18016205365450116,69.88761735895872,36.891910185015874
146,0.005032221787848942,0.18017191956138684,69.95790018296188,36.88447647504764
147,0.004822923894827725,0.1801795941667243,70.02633249799804,36.88075893420647
148,0.004613557110932507,0.18018507662890657,70.09290856779552,36.88075893420643
149,0.004404144395590493,0.1801883663467199,70.15762334199047,36.88447647504767
150,0.004194708713265791,0.18018946295940966,70.22047245602543,36.891910185015874
151,0.003985273030941084,0.1801883663467199,70.28145223001877,36.90305732273968
152,0.00377586031559907,0.18018507662890657,70.34055966661035,36.91791378129661
153,0.0035664935317038524,0.1801795941667243,70.3977924477894,36.93647409435402
154,0.0033571956386826344,0.18017191956138684,70.45314893071769,36.95873144432111
155,0.0031479895884079594,0.18016205365450116,70.50662814256145,36.984677672483336
156,0.0029388983226807776,0.18014999752797511,70.55822977435155,37.014303291081866
157,0.00272994477071462,0.18013575250389888,70.6079541738935,37.04759749729403
158,0.002521151846621152,0.1801193201443998,70.65580233775246,37.084548189065565
159,0.0023125424468973844,0.18010070225147135,70.70177590234199,37.12514198273633
160,0.002104139447914809,0.18007990086677522,70.74587713414701,37.169364232399666
161,0.0018959657034107544,0.1800569182714177,70.78810891911596,37.21719905092484
162,0.001688044041982209,0.18003175698569937,70.828474751258,37.2686293325717
163,0.0014803972645824138,0.1800044197688387,70.86697872048428,37.32363677711915
