idx,x,y,q1_deg,q2_deg
0,0.1023578998648029,0.15991862048512234,55.26910572551787,4.218227877137691
1,0.10128606190547995,0.16002317732846313,53.05326675957636,9.230247237853915
2,0.10024505083021486,0.16011187426712598,51.793689162915804,12.311767741710437
3,0.09923421972464522,0.16018551171352408,50.8572559760179,14.729422739486541
4,0.09825294331382939,0.16024486517405878,50.09918015407617,16.77317370404402
5,0.09730061676558362,0.16029068651087752,49.45756690434774,18.567186181498265
6,0.09637665456393694,0.16032370512919925,48.8991402369983,20.17837729603536
7,0.09548048944785693,0.16034462909536934,48.40358395030791,21.6477343668675
8,0.09461157141077207,0.16035414619040758,47.957436324231,23.00252608962396
9,0.09376936675675963,0.16035292490344744,47.55125254060801,24.26197824590948
10,0.0929533572095803,0.16034161536913324,47.17812099412253,25.44024161320182
11,0.09216303907102753,0.16032085025273637,46.83281845394154,26.548082155595218
12,0.09139792242532105,0.16029124558647284,46.511296737173375,27.593908173518273
13,0.09065753038651342,0.16025340156024923,46.21035442738632,28.58442734634742
14,0.0899413983861009,0.1602079032698301,45.927418043761335,29.52508485717731
15,0.08924907349822789,0.1601553214252037,45.66039107934194,30.42036576323121
16,0.08858011380006481,0.16009621302172702,45.407546810993594,31.27400980708756
17,0.08793408776510446,0.16003112197644825,45.16745029384932,32.089167843564205
18,0.08731057368728287,0.15996057973183866,44.938900376974196,32.86851820917594
19,0.08670915913397274,0.15988510582901247,44.720885797890084,33.61435491925204
20,0.08612944042603012,0.15980520845237095,44.51255139409398,34.328655616801896
21,0.08557102214319955,0.15972138494747803,44.3131717250626,35.01313468647931
22,0.08503351665329277,0.15963412231385316,44.12213021554758,35.669285312360124
23,0.08451654366366272,0.1595438976742577,43.938902475876795,36.29841316840461
24,0.08401972979358861,0.15945117872194786,43.763042826076656,36.90166368826183
25,0.08354270816627789,0.15935642414727366,43.59417330823716,37.480044345841826
26,0.08308511801927233,0.1592600840449152,43.43197465348219,38.03444301418192
27,0.08264660433212032,0.15916260030296833,43.27617880044917,38.565643209035855
28,0.08222681747024899,0.15906440697501592,43.12656265719661,39.074336833567095
29,0.08182541284403289,0.15896593063625325,42.98294286853839,39.56113490035419
30,0.08144205058211654,0.15886759072467163,42.84517140312177,40.02657660226475
31,0.08107639521810334,0.1587697998682462,42.71313181407067,40.471137024732414
32,0.08072811538977426,0.1586729641990183,42.58673605715651,40.895233731678
33,0.08039688355004693,0.15857748365491395,42.465921773684855,41.29923241085388
34,0.08008237568893029,0.1584837522700921,42.35064996334777,41.683451728257225
35,0.07978427106576887,0.15839215845457402,42.240902986460945,42.04816751291222
36,0.07950225195110966,0.15830308526386488,42.1366828462138,42.39361637089636
37,0.07923600337755837,0.15821691065924243,42.03800971049969,42.71999880960247
38,0.07898521289902308,0.1581340077593531,41.94492064007673,43.02748193885919
39,0.07874957035777458,0.15805474508372522,41.85746849562926,43.31620180388966
40,0.07852876765877717,0.1579794867887791,41.77572100104827,43.58626539559238
41,0.07832249855077102,0.15790859289688866,41.69975994416021,43.83775237580682
42,0.07813045841360876,0.15784241951902384,41.62968049937502,44.070716548744805
43,0.07795234405136997,0.15778131907148063,41.56559065944116,44.28518710434024
44,0.07778785349079717,0.1577256404871859,41.5076107657939,44.48116965467687
45,0.07763668578461355,0.15767572942204455,41.45587312894695,44.65864708073304
46,0.07749854081929951,0.15763192845678042,41.41052173208239,44.817580203281274
47,0.07737311912691851,0.1575945772947065,41.37171201248958,44.95790828879707
48,0.07726012170059662,0.15756401295584624,41.33961071684407,45.079549398562584
49,0.07715924981327081,0.15754056996781537,41.314395827536515,45.182400586722544
50,0.0770702048393322,0.15752458055386345,41.296256558400536,45.26633795078673
51,0.07699268807879901,0.15751637481846298,41.28539341926976,45.33121653592156
52,0.0769264005836612,0.15751628093082773,41.28201834985544,45.37687009226843
53,0.07687104298604715,0.15752462530673347,41.28635492449745,45.40311068241506
54,0.07682631532786553,0.15754173278900868,41.2986386304341,45.40972813398018
55,0.07679191689158267,0.1575679268270587,41.319117223387664,45.39648932998187
56,0.07676754603179678,0.15760352965578284,41.34805116550344,45.36313732719671
57,0.07675290000727358,0.15764886247424176,41.3857141520445,45.30939029000378
58,0.07674767481310896,0.15770424562443128,41.432393734772816,45.23494022416724
59,0.07675156501268363,0.15776999877051884,41.48839205168565,45.13945149155246
60,0.07676426356907466,0.1578464410788998,41.55402667478021,45.02255908277794
61,0.07678546167558589,0.1579338913994331,41.62963158985768,44.883866620145504
62,0.07681484858505583,0.15803266844821906,41.71555832513483,44.72294405769377
63,0.07685211143759851,0.15814309099228685,41.81217724871036,44.53932503867582
64,0.07689693508642612,0.1582654780365651,41.91987905886965,44.332503862904545
65,0.07694900192139575,0.158400149013515,42.03907649596967,44.10193200690576
66,0.07700799168991598,0.15854742397581567,42.17020631044688,43.84701412823126
67,0.07707358131483859,0.15870762379249823,42.31373152860708,43.56710347106117
68,0.07714544470895113,0.1588810703489387,42.470144066657554,43.26149657263499
69,0.07722325258567496,0.15906808675113004,42.63996775440168,42.92942714813862
70,0.07730667226555937,0.1592689975346687,42.823761843769695,42.570059004177104
71,0.07739536747814892,0.15948412887890506,43.02212509475147,42.182477796182724
72,0.07748899815878499,0.159713808826726,43.23570055347707,41.765681400756826
73,0.0775872202398848,0.1599583675104537,43.46518116570865,41.31856861690771
74,0.07768968543622247,0.1602181373843679,43.71131640602716,40.83992583611225
75,0.07779604102371501,0.16049345346437893,43.97492015150809,40.32841122410636
76,0.0779059296111946,0.16078465357540453,44.25688009292867,39.78253582881154
77,0.07801898890462182,0.16109207860702937,44.558169062593954,39.20064085671281
78,0.07813485146316927,0.16141607277805467,44.879858774518524,38.580870126699686
79,0.07825314444657429,0.16175698391057705,45.22313663293535,37.921136389906486
80,0.07837348935312885,0.16211516371426937,45.589326488396615,37.21907975749348
81,0.07849550174763911,0.1624909680815725,45.979914536828716,36.472015846107816
82,0.07861879097865097,0.1628847573945475,46.396582012186265,35.67687034018581
83,0.07874295988419683,0.16329689684417978,46.841246991760116,34.830095333427195
84,0.07886760448527529,0.16372775676297338,47.31611863558687,33.92756080697268
85,0.07899231366622884,0.16417771297172443,47.82376872084277,32.96441152293135
86,0.079116668841133,0.1646471471414157,48.36722776051386,31.93487475507126
87,0.07924024360525546,0.16513644717123452,48.950116944769576,30.831996380197282
88,0.07936260337058407,0.16564600758377787,49.576833793730074,29.647269553199234
89,0.07948330498435864,0.16617622993857942,50.25282107153746,28.3700968662916
90,0.0796018963294705,0.16672752326516452,50.98496995427788,26.986984007675886
91,0.07971791590551976,0.16730030451692265,51.782250171276615,25.480279480884107
92,0.07983089238923764,0.16789499904717103,52.65674683049734,23.82610096362471
93,0.07994034417289302,0.16851204110887888,53.62548125777282,21.990693646936975
94,0.08004577887920687,0.16915187437962262,54.71389462960709,19.923462995413843
95,0.0801466928511942,0.16981495251345385,55.96335051285517,17.541969702098996
96,0.08024257061524083,0.17050173972148067,57.450418183068464,14.69336309467644
97,0.08033288431559987,0.1712127113830928,59.35404228069474,11.020041874747541
98,0.0804170931183614,0.17194835468990297,62.46894246922723,4.932854862155683
99,0.06687057790733568,0.1778324003383597,68.79181618903806,1.200687478126804
100,0.06689567757878674,0.17690926938592252,63.816227050543226,10.940774849121336
101,0.06693108889404868,0.1760146132333511,61.53418833997751,15.292138755727306
102,0.06697616043739467,0.17514784071263328,59.799922902403786,18.546659429507045
103,0.06703025899541205,0.1743083781014086,58.35708123278097,21.217358543484718
104,0.06709276867894673,0.1734956681773066,57.10496463311021,23.50595268130698
105,0.06716309009402102,0.17270916932462882,55.99137733341841,25.517148884561628
106,0.06724063955846309,0.17194835468990297,54.98502677422521,27.31384388377813
107,0.06732484836122458,0.17121271138309282,54.06535448301178,28.9374621488462
